Block Size (KB),Throughput (MiB/s),Time (ms),
4096,3200,60150,
4096,3200,60200,
4096,3200,60250,
4096,3200,60300,
4096,3280,60350,
4096,3183.67,60400,
4096,3200,60450,
4096,3280,60500,
4096,3360,60550,
4096,3360,60600,
4096,3280,60650,
4096,3360,60700,
4096,3280,60750,
4096,3360,60800,
4096,3360,60850,
4096,3280,60901,
4096,3346.94,60950,
4096,3280,61000,
4096,3360,61050,
4096,3360,61100,
4096,3280,61150,
4096,3360,61200,
4096,3280,61250,
4096,3200,61300,
4096,3200,61350,
4096,3183.67,61400,
4096,3120,61450,
4096,3360,61500,
4096,3280,61550,
4096,3440,61600,
4096,3280,61650,
4096,3200,61700,
4096,3120,61750,
4096,3200,61800,
4096,3200,61851,
4096,3346.94,61900,
4096,3120,61950,
4096,3280,62000,
4096,3360,62050,
4096,3280,62100,
4096,3360,62150,
4096,3200,62200,
4096,3360,62250,
4096,3120,62301,
4096,3183.67,62350,
4096,3280,62400,
4096,3200,62450,
4096,3360,62500,
4096,3280,62550,
4096,3360,62600,
4096,3360,62650,
4096,3280,62700,
4096,3360,62750,
4096,3280,62801,
4096,3346.94,62850,
4096,3280,62900,
4096,3360,62950,
4096,3280,63000,
4096,3360,63050,
4096,3360,63100,
4096,3280,63150,
4096,3360,63201,
4096,3265.31,63250,
4096,3360,63300,
4096,3280,63350,
4096,3360,63400,
4096,3280,63450,
4096,3280,63500,
4096,3280,63550,
4096,3280,63600,
4096,3360,63650,
4096,3360,63700,
4096,3280,63751,
4096,3346.94,63800,
4096,3280,63850,
4096,3120,63900,
4096,3200,63950,
4096,3120,64000,
4096,3200,64050,
4096,3280,64100,
4096,3183.67,64150,
4096,3200,64200,
4096,3120,64250,
4096,3120,64300,
4096,3360,64350,
4096,3120,64400,
4096,3280,64450,
4096,3200,64500,
4096,3200,64551,
4096,3183.67,64600,
4096,3200,64650,
4096,3120,64700,
4096,3280,64750,
4096,3280,64800,
4096,3360,64850,
4096,3280,64900,
4096,3280,64951,
4096,3346.94,65000,
4096,3360,65050,
4096,3280,65100,
4096,3440,65150,
4096,3200,65200,
4096,3360,65250,
4096,3280,65300,
4096,3360,65350,
4096,3346.94,65400,
4096,3360,65450,
4096,3280,65500,
4096,3360,65550,
4096,3280,65600,
4096,3360,65650,
4096,3280,65700,
4096,3360,65750,
4096,3280,65800,
4096,3360,65850,
4096,3280,65901,
4096,3346.94,65950,
4096,3280,66000,
4096,3360,66050,
4096,3120,66100,
4096,3200,66150,
4096,3200,66200,
4096,3200,66250,
4096,3200,66300,
4096,3120,66351,
4096,3265.31,66400,
4096,3200,66450,
4096,3280,66500,
4096,3200,66550,
4096,3200,66600,
4096,3200,66650,
4096,3200,66701,
4096,3183.67,66750,
4096,3200,66800,
4096,3120,66850,
4096,3120,66900,
4096,3200,66950,
4096,3280,67000,
4096,3200,67050,
4096,3120,67101,
4096,3265.31,67150,
4096,3200,67200,
4096,3120,67250,
4096,3120,67300,
4096,3200,67350,
4096,3200,67400,
4096,3200,67450,
4096,3200,67500,
4096,3200,67550,
4096,3120,67600,
4096,3040,67651,
4096,3265.31,67700,
4096,3200,67750,
4096,3120,67800,
4096,3200,67850,
4096,3040,67900,
4096,2960,67950,
